,file_name,C,Db,D,Eb,E,F,F#,G,Ab,A,Bb,B,ground_truth_key,feature_a,feature_b
23,TRBHOEV128F4279182.h5,0.29424427480916016,0.5796278625954198,0.34629389312977116,0.2868167938931296,0.5246202290076333,0.3063511450381682,0.6328435114503819,0.3373835877862596,0.3404083969465649,0.4237347328244278,0.2841297709923663,0.3992213740458014,11,2,0
24,TRANUSB128F9343695.h5,0.33394353369763197,0.3822249544626592,0.19863114754098357,0.33041438979963533,0.3454535519125686,0.31587158469945303,0.426768670309654,0.4105473588342441,0.5036229508196721,0.3269672131147545,0.40605100182149373,0.38230418943533706,8,11,0
25,TRBIHGD128F92E8D12.h5,0.7702956823438709,0.5067474942174233,0.3523496530454895,0.28833269082498064,0.30560215882806435,0.3203103315343094,0.4167340015420202,0.528962606013879,0.3732027756360839,0.3588195836545877,0.32288666152660017,0.3763909020817268,7,10,0
26,TRAZTSO128F425E2BB.h5,0.23086402266288975,0.44681019830028307,0.2637847025495749,0.18541076487252123,0.5334263456090645,0.2083640226628894,0.32316572237960317,0.14103824362606232,0.18993626062322955,0.36590509915014147,0.12145467422096311,0.25191218130311654,9,9,1
27,TRANOBE12903CE4DF3.h5,0.2503789279112753,0.4497615526802221,0.3830813308687616,0.46527356746765225,0.40744362292051706,0.36370609981515717,0.38302218114602615,0.1786598890942698,0.4370499075785582,0.3629907578558224,0.22511645101663608,0.3010868761552677,3,6,0
28,TRABQII12903CDBAFE.h5,0.29538053097345196,0.307247787610619,0.3780088495575217,0.2563064159292034,0.6283307522123893,0.31270132743362855,0.3266415929203541,0.3589103982300886,0.33380088495575205,0.3703672566371681,0.2760066371681419,0.5928008849557519,9,9,1
29,TRANSDL128F93507B9.h5,0.199924092409241,0.40407920792079194,0.34168481848184845,0.1346798679867987,0.4306303630363041,0.08721617161716189,0.19044389438943918,0.08479042904290428,0.23202475247524776,0.4772689768976905,0.12769801980198017,0.2145511551155115,9,9,1
30,TRBGBGO128F4264203.h5,0.43266369710467684,0.5629988864142541,0.22871714922049005,0.3974420935412035,0.2600256124721604,0.21292316258351904,0.2882628062360803,0.2616536748329623,0.6061091314031183,0.2968730512249442,0.2225489977728284,0.28349331848552334,1,1,1
31,TRAPVPK128F9305F31.h5,0.2686890243902439,0.33284146341463433,0.2699176829268295,0.20418292682926836,0.4984344512195123,0.23722865853658565,0.2558963414634147,0.25686128048780477,0.22915853658536586,0.46220274390243954,0.16430182926829293,0.2512408536585369,9,9,1
32,TRAMPCN12903CC4E5B.h5,0.30328708133971277,0.5105933014354067,0.40078468899521563,0.20927153110047836,0.3774545454545455,0.2996937799043062,0.3659090909090909,0.2814653110047845,0.3233456937799042,0.5256375598086118,0.2601004784688996,0.3401674641148327,2,2,1
33,TRACLUV128F9342D02.h5,0.3714894613583139,0.3409953161592506,0.3547189695550354,0.26635948477751753,0.3228103044496488,0.45046838407494105,0.28357962529274017,0.3916604215456674,0.3365327868852462,0.2513419203747071,0.21110070257611216,0.20229508196721316,0,0,1
34,TRALBDJ128F9308395.h5,0.15463636363636354,0.12080564263322886,0.18377115987460807,0.3865830721003133,0.20342633228840148,0.2181222570532914,0.22815987460815051,0.5769717868338559,0.46478056426332276,0.25602507836990596,0.45012225705329145,0.24842006269592498,3,3,1
35,TRATYCL12903CECAAC.h5,0.6652091633466133,0.39850398406374493,0.4639023904382474,0.2672450199203187,0.3996434262948205,0.5602828685258963,0.29260358565737055,0.3630278884462148,0.307,0.40849203187250993,0.3258545816733068,0.3163844621513943,5,5,1
36,TRAXNQF128F4272F68.h5,0.44047969052224367,0.2636344294003869,0.3258607350096711,0.2465203094777563,0.19752224371373292,0.5175609284332692,0.2334274661508704,0.3010386847195357,0.1971914893617024,0.31433075435203117,0.5499535783365564,0.28132688588007726,10,10,1
37,TRBDTWR128F149E9B7.h5,0.3243677758318739,0.10500175131348503,0.2628108581436075,0.07924693520140108,0.42641856392294203,0.1278774080560421,0.15594045534150625,0.43869877408056,0.084814360770578,0.443385288966725,0.07182136602451845,0.38707180385288925,9,0,0
38,TRBANRL128F92F29EC.h5,0.23625471698113182,0.47599842767295597,0.5001823899371064,0.29559905660377334,0.176059748427673,0.2856808176100628,0.6971981132075471,0.6922845911949693,0.39636477987421354,0.16884591194968546,0.2340864779874212,0.12039308176100623,1,1,1
39,TRAJXNB128F4261F43.h5,0.5135368852459014,0.25629918032786836,0.3322964480874321,0.20615300546448118,0.2823702185792348,0.41658060109289674,0.16555327868852462,0.3069453551912569,0.1497759562841531,0.3147800546448089,0.33468442622950795,0.24642213114754086,5,5,1
40,TRATKVK128F93668B8.h5,0.3659431279620851,0.5726338862559237,0.42334241706161113,0.32042594786729806,0.31166469194312796,0.2973744075829383,0.3842973933649294,0.4050610189573453,0.3751457345971568,0.3685444312796212,0.2744194312796209,0.2574834123222745,2,2,1
41,TRAJSNE128F9305CFD.h5,0.664228070175439,0.6516,0.3622000000000003,0.29128304093567253,0.41833567251462006,0.4204877192982453,0.46885380116959025,0.4477391812865496,0.3863906432748535,0.39281403508771895,0.406470175438596,0.2843883040935671,10,1,0
42,TRAFBDA128F14592A9.h5,0.7760347826086961,0.41389275362318834,0.40150869565217373,0.2899072463768117,0.4582159420289861,0.3374297101449275,0.26498550724637654,0.4420594202898552,0.2577231884057972,0.315464492753623,0.19912681159420278,0.3254847826086953,0,0,1
43,TRABDDA12903CC007C.h5,0.5008607142857145,0.33983928571428573,0.3523642857142857,0.2592107142857141,0.3462321428571432,0.2823392857142856,0.19570357142857137,0.36562857142857125,0.2623392857142858,0.3167821428571429,0.27540714285714274,0.31772857142857175,0,0,1
44,TRAQBTT128F427AE7D.h5,0.4801533269045321,0.6062999035679844,0.414522661523626,0.46639633558341415,0.5471060752169719,0.5719874638379943,0.5912815814850534,0.5691012536162008,0.4947319189971076,0.4335969141755069,0.32760462873674084,0.3107232401157182,6,9,0
45,TRALAHF128F4248198.h5,0.1957541806020067,0.2753060200668896,0.49252173913043445,0.202680602006689,0.3723244147157192,0.1976571906354514,0.3725250836120406,0.3645836120401334,0.20914381270903012,0.4058595317725749,0.1901739130434783,0.3436688963210696,2,2,1
46,TRBFGFT12903CD2720.h5,0.5585946768060833,0.6555019011406845,0.4239916349809886,0.26325855513307955,0.2685946768060837,0.2171961977186313,0.3049581749049425,0.3623923954372622,0.3070813688212928,0.4106174904942966,0.34555285171102645,0.17349581749049428,7,7,1
47,TRANJWP128F428560C.h5,0.31194005449591256,0.3466553133514983,0.28989237057220696,0.20551634877384198,0.36998501362397845,0.24224386920980914,0.34443869209809275,0.2843474114441417,0.22567438692098118,0.31100953678474086,0.22040190735694815,0.4131198910081741,11,2,0
48,TRAKNBW128F4249FD8.h5,0.3951020656136084,0.4473450789793442,0.4942660996354805,0.44301458080194417,0.41084933171324406,0.27937302551640364,0.40051397326853017,0.2700862697448357,0.25431591737545545,0.30102065613608786,0.3218906439854188,0.5346512758201699,11,11,1
49,TRAHHJP128F9352A3C.h5,0.2051382113821137,0.08498170731707322,0.1704898373983739,0.13338617886178863,0.5187662601626015,0.12907926829268299,0.22885772357723594,0.29881300813008127,0.1183577235772358,0.24295121951219523,0.07502032520325196,0.4105264227642279,4,7,0
50,TRAXJUF12903D0F11F.h5,0.5156283185840719,0.6309391592920358,0.5071039823008843,0.4553384955752217,0.5115807522123895,0.4075851769911505,0.5045431415929209,0.4518517699115047,0.3873772123893803,0.3366858407079647,0.3203097345132746,0.4341526548672572,11,2,0
51,TRAKHYP128E0792F07.h5,0.2750889679715303,0.25556049822064086,0.1456832740213524,0.14804448398576525,0.44300533807829184,0.17484519572953733,0.2287081850533808,0.1749074733096086,0.26689857651245524,0.355713523131672,0.16508007117437712,0.6931530249110328,4,4,1
52,TRASCWR12903CCC575.h5,0.3460132625994693,0.5704031830238727,0.33878050397877985,0.6748050397877976,0.33898076923076925,0.2604575596816976,0.33070424403183013,0.2902241379310344,0.35242108753315654,0.2906664456233421,0.4064993368700262,0.2541797082228121,8,8,1
53,TRAMZPZ128F4274ECC.h5,0.39382211538461537,0.2893317307692307,0.3856550480769236,0.41012740384615426,0.46816105769230754,0.3594098557692305,0.38775360576923074,0.4092788461538456,0.27260817307692276,0.23850120192307683,0.18300721153846167,0.3450444711538463,4,7,0
54,TRBEFFG128E0793C24.h5,0.611104452054794,0.6442773972602739,0.4807688356164379,0.34746917808219174,0.3895984589041095,0.44183219178082167,0.3367851027397266,0.36447517123287665,0.3021061643835612,0.34339212328767144,0.31478082191780815,0.3775736301369863,0,0,1
55,TRBGXTO128F9307677.h5,0.8614572271386424,0.6872045231071786,0.29194100294985237,0.2644375614552606,0.24812684365781718,0.2335673549655847,0.23988102261553595,0.2691868239921336,0.3116096361848574,0.3506656833824976,0.3804090462143563,0.2610521140609635,0,0,1
56,TRAHQKV12903CB6CA9.h5,0.2526898734177215,0.3664683544303798,0.18660126582278486,0.19901265822784803,0.31245569620253144,0.22933544303797473,0.21265822784810126,0.18332911392405055,0.2813544303797468,0.34488607594936715,0.2233670886075948,0.3444240506329113,1,4,0
57,TRAFQJK128F92F5EBE.h5,0.3206739446870445,0.26842503639010223,0.5755429403202322,0.1954701601164482,0.23224308588064066,0.30303493449781665,0.1853275109170306,0.2722314410480351,0.21175836972343515,0.38437263464337695,0.1879082969432313,0.23700436681222717,9,0,0
58,TRAKYKW12903CCBD27.h5,0.10388647342995175,0.23404106280193251,0.6424891304347821,0.10769202898550738,0.06013043478260879,0.044365942028985604,0.12279589371980691,0.37574275362318793,0.0906594202898553,0.19113285024154597,0.06405555555555567,0.1791666666666673,2,2,1
59,TRAEGJE128F42656F1.h5,0.33189151873767236,0.38338658777120305,0.21716962524654856,0.3441893491124261,0.33865680473372767,0.26910848126232756,0.47919723865877706,0.19322682445759382,0.31322879684418126,0.28164299802761333,0.30223076923076936,0.6435601577909273,4,4,1
60,TRBDBUA128F42A0B01.h5,0.48579770992366406,0.5667697201017816,0.27836386768447846,0.4328816793893133,0.4268231552162848,0.23882951653944012,0.365094147582697,0.3473269720101779,0.5156068702290079,0.3264949109414756,0.3292824427480914,0.4068765903307891,1,4,0
61,TRAKHYW128F422E20A.h5,0.5958277777777777,0.46289305555555654,0.3750319444444443,0.29860694444444424,0.32370138888888866,0.30779583333333366,0.48346527777777787,0.43480000000000035,0.36179999999999995,0.3859708333333335,0.45141805555555636,0.7024708333333336,7,7,1
62,TRAADLR12903CF8D7E.h5,0.42468082368082316,0.23393951093951076,0.2623088803088802,0.18658558558558563,0.2985173745173743,0.36972844272844263,0.23854826254826253,0.40358815958815925,0.14003861003861012,0.1697696267696268,0.09172972972972977,0.19372844272844256,0,0,1
63,TRBCXLR12903CC1DC4.h5,0.2408278867102395,0.281285403050109,0.3852723311546838,0.1713507625272331,0.28602614379084984,0.12894553376906312,0.1871067538126361,0.3672788671023966,0.20356644880174304,0.3933137254901962,0.17821568627450982,0.2827254901960787,2,2,1
64,TRAUACD12903CEF021.h5,0.48610909090909055,0.5129672727272732,0.21569818181818215,0.18355393939393963,0.2750775757575757,0.18403515151515143,0.386442424242424,0.24985575757575748,0.4523733333333329,0.32911151515151527,0.31260969696969687,0.38724606060606126,11,2,0
65,TRBCKEI128F92FE542.h5,0.33664311594202906,0.23810507246376833,0.22107789855072463,0.16252173913043502,0.234963768115942,0.27623007246376835,0.18739492753623208,0.2581956521739131,0.13565760869565238,0.269269927536232,0.25158876811594216,0.17942572463768128,5,5,1
66,TRAKLML128E07999DA.h5,0.3990406320541762,0.4806433408577877,0.39391083521444675,0.33990857787810413,0.5590101580135439,0.2686613995485325,0.16724153498871347,0.23553950338600438,0.17024943566591436,0.24641534988713326,0.1331478555304743,0.18743002257336322,2,2,1
67,TRAGCDN128F932855A.h5,0.5394182415776508,0.5664445357436321,0.41387345932621206,0.3585472473294985,0.4445866885784714,0.6450903861955625,0.7542982744453581,0.6572193919474116,0.5907510271158596,0.5094264585045204,0.37213393590797034,0.3770583401807727,6,6,1
68,TRAWOHD128F148D176.h5,0.5936927710843377,0.13705271084337353,0.31459789156626533,0.10690060240963864,0.2433313253012046,0.23816114457831314,0.17003614457831343,0.469879518072289,0.13010090361445806,0.22014457831325315,0.09022740963855415,0.14177861445783124,0,0,1
69,TRAVXII128F92FCC6D.h5,0.4209303571428571,0.33702589285714313,0.32595357142857095,0.3200312499999999,0.49750535714285765,0.40759642857142886,0.3361866071428568,0.31116607142857194,0.31116875000000027,0.47248482142857123,0.2425508928571426,0.3359669642857138,9,0,0
70,TRADPTQ128F9313D02.h5,0.21941916859122398,0.24560508083140886,0.20903233256351061,0.1740993071593536,0.4688360277136261,0.1572136258660508,0.25401501154734396,0.2751986143187065,0.32675404157043864,0.5602990762124705,0.1477205542725175,0.17835565819861432,9,9,1
71,TRACPIC128E0792500.h5,0.5270216867469881,0.36502891566265044,0.4093469879518069,0.2937084337349397,0.36708915662650626,0.27217349397590357,0.39032530120481895,0.5961036144578308,0.27779518072289167,0.29959518072289165,0.2133445783132529,0.3730819277108432,7,7,1
72,TRBGLUT128F429F177.h5,0.5502138492871689,0.30683095723014275,0.31969450101832986,0.1814276985743382,0.3064052953156822,0.22726883910386989,0.19584317718940955,0.3744460285132385,0.15848472505091685,0.22462729124236253,0.13758859470468437,0.2564928716904277,0,0,1
73,TRAFFIW128F4236391.h5,0.4096138933764139,0.4469305331179319,0.24783844911147018,0.3394571890145397,0.28944264943457204,0.41051050080775403,0.233334410339257,0.27962197092083996,0.3382084006462035,0.24195315024232633,0.326672051696284,0.24560258481421646,5,8,0
74,TRBAOVA128F92F4355.h5,0.46762246278755126,0.4702733423545331,0.29002165087956666,0.35489174560216497,0.4313870094722596,0.31014479025710434,0.4716400541271989,0.38613261163734763,0.42006630581867355,0.4438565629228685,0.41535317997293614,0.5862070365358591,4,4,1
75,TRAGKJS12903CDA8C6.h5,0.3772533936651583,0.3307262443438913,0.40854751131221734,0.28585520361990957,0.4440837104072399,0.29895701357466076,0.23386425339366554,0.38159728506787355,0.21726696832579181,0.29774886877828066,0.20433031674208155,0.3771266968325793,0,0,1
76,TRAJZJQ128F423F44F.h5,0.29034715025906765,0.2765673575129532,0.37513989637305684,0.10063730569948179,0.16433160621761647,0.4092279792746111,0.165981865284974,0.3478782383419688,0.13494300518134705,0.18005699481865273,0.1966476683937827,0.13549740932642487,0,0,1
77,TRBDRBR128F424D5B6.h5,0.1918497854077254,0.30315736766809764,0.2789041487839771,0.18793991416309008,0.42505150214592263,0.16137339055794003,0.2721888412017168,0.13494706723891287,0.3132403433476394,0.49390844062946987,0.18921888412017202,0.39448068669527886,9,9,1
78,TRAMBEV128F424C478.h5,0.5360049504950496,0.3484492574257433,0.33918811881188116,0.2438267326732673,0.31425495049504965,0.4726410891089108,0.29671163366336634,0.3832586633663368,0.3459133663366332,0.415417079207921,0.4045742574257426,0.33019430693069296,5,5,1
79,TRARSMV128F1469CCF.h5,0.34814331210191035,0.3328365180467092,0.37599787685774977,0.23746815286624218,0.42441825902335484,0.3081602972399144,0.443963906581741,0.5170732484076436,0.26780042462845,0.38454670912951167,0.2564596602972398,0.3652505307855623,7,7,1
80,TRBARJK128F9313126.h5,0.1499320652173913,0.38766576086956506,0.3789374999999997,0.15901086956521746,0.4049945652173911,0.12769565217391313,0.26160869565217404,0.4538913043478257,0.2758396739130434,0.5391983695652173,0.1886222826086957,0.3364619565217392,2,2,1
81,TRBBRQE12903C9E587.h5,0.4529866888519133,0.3553144758735439,0.4622645590682195,0.24056572379367708,0.3181763727121463,0.21811480865224625,0.2875507487520799,0.43472046589018304,0.21893344425956748,0.2825074875207984,0.1885956738768719,0.3225108153078205,7,7,1
82,TRAOQVC128F930B50A.h5,0.17830797101449278,0.18108695652173903,0.35136231884057983,0.12039492753623188,0.3302898550724639,0.24876449275362336,0.0917391304347826,0.18870289855072456,0.14405072463768095,0.3783586956521739,0.17493840579710146,0.14706521739130418,2,5,0
83,TRAGACV128F1474DEC.h5,0.3227842535787319,0.2930439672801637,0.24349897750511232,0.2525828220858894,0.5383936605316975,0.2928067484662577,0.3501032719836402,0.4052678936605318,0.5007709611451943,0.528806748466258,0.34365030674846636,0.37529550102249476,9,9,1
84,TRBEPVA128F932C6FE.h5,0.3667715430861721,0.35689979959919843,0.35752304609218444,0.44319438877755507,0.352575150300601,0.5949679358717433,0.4975751503006013,0.19330861723446896,0.28051703406813594,0.257639278557114,0.4293266533066137,0.5426813627254505,11,11,1
85,TRAAXPA128F92FC706.h5,0.3451905537459283,0.221555374592834,0.31868566775244295,0.1665765472312704,0.4401026058631924,0.28382736156351757,0.1872768729641694,0.3732508143322474,0.21754071661237784,0.5535016286644954,0.19021498371335513,0.3157931596091207,9,0,0
86,TRACULD128F935A67B.h5,0.6194497487437184,0.6812135678391964,0.48079396984924616,0.35116834170854266,0.3746834170854272,0.4303341708542716,0.4010778894472364,0.39043969849246246,0.567572864321608,0.5833040201005025,0.4489798994974874,0.4612336683417083,1,1,1
87,TRAJSQA128F4263330.h5,0.3716241007194244,0.3607967625899283,0.2204298561151082,0.3439154676258993,0.4920791366906478,0.3161834532374099,0.33651798561151075,0.24539208633093512,0.3148884892086328,0.2839226618705035,0.22064568345323754,0.4931384892086334,4,4,1
88,TRBALVT128F145B6CB.h5,0.5665133333333329,0.20316222222222224,0.2126066666666666,0.11542000000000002,0.258242222222222,0.44658,0.1933088888888889,0.3440600000000003,0.17224222222222224,0.30342222222222237,0.2906155555555555,0.20134444444444433,5,5,1
89,TRAKSRQ128F4269AE8.h5,0.5412004089979543,0.3153169734151328,0.2632188139059306,0.18220449897750524,0.3494089979550101,0.43675255623721865,0.24711247443762785,0.3167116564417179,0.18528220858895728,0.42616359918200425,0.2635828220858893,0.21473415132924334,5,5,1
90,TRAKFWY128F429DA3D.h5,0.40559342915811,0.5180338809034908,0.36783264887063716,0.37524024640657094,0.48172587268993816,0.4553172484599592,0.3584301848049277,0.3578726899383987,0.4191786447638602,0.43154106776180706,0.3059650924024639,0.36852258726899384,9,9,1
91,TRAOKCO12903C9D391.h5,0.5983555158552929,0.619420276909333,0.6570826261723969,0.3597610540419836,0.3278293881196948,0.341417597141581,0.24847342563644484,0.29025949084412755,0.2613613220187587,0.3342974542206341,0.2261589995533716,0.3986328718177751,0,0,1
92,TRALPHR128F92F1D5B.h5,0.5250542986425335,0.7430226244343893,0.6100904977375565,0.5116832579185523,0.34348416289592754,0.32178280542986426,0.3955203619909505,0.41441628959276006,0.44019909502262466,0.41500000000000015,0.3888235294117646,0.39814479638009054,6,9,0
93,TRABRGV128E07999DF.h5,0.49718817733990134,0.25600295566502446,0.2728177339901475,0.22345714285714272,0.2484699507389165,0.2683290640394088,0.20812906403940884,0.37182068965517234,0.2699950738916255,0.5254453201970445,0.336175369458128,0.35575172413793144,9,0,0
94,TRAXOOY128F42280B0.h5,0.3844212598425196,0.5061496062992126,0.31281102362204727,0.49745275590551175,0.37107874015748027,0.29393307086614195,0.3862047244094487,0.3470748031496064,0.4601023622047244,0.4965905511811023,0.42815748031496054,0.33871653543307084,1,4,0
95,TRBDSXV128F92F5B43.h5,0.5823697617091218,0.6307699260476586,0.4228504519309776,0.6034108463434686,0.45007888249794603,0.45967543138866096,0.419165160230074,0.4394987674609697,0.3580057518488086,0.31096384552177514,0.3964847986852911,0.2707255546425637,8,8,1
96,TRAAMKI128F428537A.h5,0.32739626168224284,0.45020186915887883,0.4760728971962618,0.21811401869158864,0.3105476635514013,0.16952523364485966,0.3281869158878502,0.24306728971962596,0.4162691588785047,0.7100429906542057,0.4350953271028036,0.3046,2,2,1
97,TRAPRGZ12903CB7132.h5,0.24380493827160488,0.1647679012345678,0.3329308641975307,0.4409358024691356,0.1707061728395061,0.24055555555555558,0.24279259259259253,0.4555037037037032,0.25348148148148153,0.23528888888888902,0.3936074074074076,0.1830987654320987,3,3,1
98,TRAJPIK128F1460C83.h5,0.4574493150684929,0.5082136986301371,0.3164602739726024,0.35518082191780814,0.3733479452054791,0.618054794520548,0.5317246575342471,0.4191589041095891,0.4130698630136984,0.35383287671232877,0.38270821917808184,0.3457397260273974,6,6,1
99,TRAZOAE128F9347A40.h5,0.34779804161566674,0.28175642594859235,0.5407074663402694,0.14692411260709926,0.15364381884944947,0.24514687882496938,0.13653243574051452,0.4374235006119951,0.0989045287637699,0.2564173806609542,0.17436474908200747,0.06996450428396575,2,5,0
100,TRBDGEW128F93333E0.h5,0.47464295874822193,0.257460881934566,0.3575220483641536,0.4569530583214797,0.5641849217638685,0.4958179231863443,0.3070028449502134,0.22369132290184912,0.29495590327169274,0.4269943100995736,0.4242048364153621,0.5794381223328593,4,4,1
101,TRAJEUV12903D15D6D.h5,0.5421861182519278,0.6764092544987156,0.47098046272493554,0.2923223650385599,0.30898663239074525,0.3517634961439588,0.3081640102827765,0.2810138817480718,0.26896863753213374,0.3040519280205655,0.2502565552699226,0.2544714652956292,0,0,1
102,TRAVZZV128F42AE511.h5,0.3751034482758618,0.16063448275862058,0.4069160919540233,0.1164781609195402,0.27079999999999993,0.32848275862069026,0.14690229885057485,0.43434712643678136,0.12019425287356321,0.31673333333333326,0.17283333333333348,0.20265632183908086,0,0,1
103,TRAWVBA128F426179A.h5,0.2672550607287446,0.4220728744939275,0.2801443994601891,0.1705614035087719,0.4818839406207832,0.22182860998650483,0.3418879892037787,0.20970850202429184,0.2971848852901482,0.47768825910931156,0.24694466936572196,0.30636437246963577,9,9,1
